scientific_name,erd_group,target_acc,Sample_Name
Enterococcus faecium,PDS000077217.5,PDT000913051.1,PDT000913051_1
Enterococcus faecium,PDS000062654.1,PDT000734564.1,PDT000734564_1
Enterococcus faecium,PDS000059027.4,PDT000697867.1,PDT000697867_1
Enterococcus faecium,PDS000172013.1,PDT001362857.1,PDT001362857_1
Enterococcus faecium,PDS000095079.1,PDT000741591.1,PDT000741591_1
Enterococcus faecium,PDS000058941.9,PDT000924207.1,PDT000924207_1
Enterococcus faecium,PDS000059338.1,PDT000695340.1,PDT000695340_1
Enterococcus faecium,PDS000172021.1,PDT000741159.1,PDT000741159_1
Enterococcus faecium,PDS000131957.1,PDT001567831.1,PDT001567831_1
Enterococcus faecium,PDS000164989.1,PDT001967484.1,PDT001967484_1
Enterococcus faecium,PDS000059688.1,PDT000702205.1,PDT000702205_1
Enterococcus faecium,PDS000157367.6,PDT000694702.1,PDT000694702_1
Enterococcus faecium,PDS000171878.1,PDT000694128.1,PDT000694128_1
Enterococcus faecium,PDS000059467.2,PDT000698303.1,PDT000698303_1
Enterococcus faecium,PDS000061367.3,PDT000923912.1,PDT000923912_1
Enterococcus faecium,PDS000082278.3,PDT000974614.1,PDT000974614_1
Enterococcus faecium,PDS000171884.1,PDT000694148.1,PDT000694148_1
Enterococcus faecium,PDS000059109.1,PDT000105995.2,PDT000105995_2
Enterococcus faecium,PDS000100056.1,PDT001189673.1,PDT001189673_1
Enterococcus faecium,PDS000171889.1,PDT000694253.1,PDT000694253_1
Enterococcus faecium,PDS000059131.3,PDT000675878.2,PDT000675878_2
Enterococcus faecium,PDS000059588.5,PDT002258597.1,PDT002258597_1
Enterococcus faecium,PDS000059684.1,PDT000697735.1,PDT000697735_1
Enterococcus faecium,PDS000193319.1,PDT000688408.2,PDT000688408_2
Enterococcus faecium,PDS000098991.1,PDT001176669.1,PDT001176669_1
Enterococcus faecium,PDS000188730.1,PDT001176853.1,PDT001176853_1
Enterococcus faecium,PDS000157687.2,PDT001874404.1,PDT001874404_1
Enterococcus faecium,PDS000063257.1,PDT000106062.2,PDT000106062_2
Enterococcus faecium,PDS000092730.1,PDT000202806.2,PDT000202806_2
Enterococcus faecium,PDS000059442.1,PDT000700939.1,PDT000700939_1
Enterococcus faecium,PDS000169672.1,PDT002024154.1,PDT002024154_1
Enterococcus faecium,PDS000100079.1,PDT001195009.1,PDT001195009_1
Enterococcus faecium,PDS000172045.1,PDT000697996.1,PDT000697996_1
Enterococcus faecium,PDS000136311.3,PDT001659101.1,PDT001659101_1
Enterococcus faecium,PDS000161118.1,PDT001909039.1,PDT001909039_1
Enterococcus faecium,PDS000059465.2,PDT000700815.1,PDT000700815_1
Enterococcus faecium,PDS000105912.1,PDT001259025.1,PDT001259025_1
Enterococcus faecium,PDS000190457.1,PDT000996320.1,PDT000996320_1
Enterococcus faecium,PDS000127982.1,PDT001532009.1,PDT001532009_1
Enterococcus faecium,PDS000110383.2,PDT001317343.1,PDT001317343_1
Enterococcus faecium,PDS000063093.2,PDT001262323.1,PDT001262323_1
Enterococcus faecium,PDS000059659.3,PDT000976616.1,PDT000976616_1
Enterococcus faecium,PDS000183465.2,PDT002178598.1,PDT002178598_1
Enterococcus faecium,PDS000059565.3,PDT001474357.1,PDT001474357_1
Enterococcus faecium,PDS000127992.1,PDT001531943.1,PDT001531943_1
Enterococcus faecium,PDS000059595.3,PDT000702109.1,PDT000702109_1
Enterococcus faecium,PDS000135157.1,PDT001599591.1,PDT001599591_1
Enterococcus faecium,PDS000188753.2,PDT002024260.1,PDT002024260_1
Enterococcus faecium,PDS000102576.1,PDT001219181.1,PDT001219181_1
Enterococcus faecium,PDS000073563.1,PDT000860360.1,PDT000860360_1
Enterococcus faecium,PDS000059174.3,PDT000699873.1,PDT000699873_1
Enterococcus faecium,PDS000102579.1,PDT001219166.1,PDT001219166_1
Enterococcus faecium,PDS000142349.1,PDT001695932.1,PDT001695932_1
Enterococcus faecium,PDS000076042.3,PDT001380523.1,PDT001380523_1
Enterococcus faecium,PDS000059723.2,PDT000704570.1,PDT000704570_1
Enterococcus faecium,PDS000063104.1,PDT000743064.1,PDT000743064_1
Enterococcus faecium,PDS000172031.1,PDT000694250.1,PDT000694250_1
Enterococcus faecium,PDS000192422.1,PDT002313696.1,PDT002313696_1
Enterococcus faecium,PDS000059242.3,PDT000697541.1,PDT000697541_1
Enterococcus faecium,PDS000170777.1,PDT002040590.1,PDT002040590_1
Enterococcus faecium,PDS000059645.1,PDT000697313.1,PDT000697313_1
Enterococcus faecium,PDS000187842.1,PDT002241580.1,PDT002241580_1
Enterococcus faecium,PDS000164981.1,PDT001967473.1,PDT001967473_1
Enterococcus faecium,PDS000059654.1,PDT000700863.1,PDT000700863_1
Enterococcus faecium,PDS000183467.1,PDT002178600.1,PDT002178600_1
Enterococcus faecium,PDS000100063.1,PDT001194965.1,PDT001194965_1
Enterococcus faecium,PDS000193869.5,PDT001171339.1,PDT001171339_1
Enterococcus faecium,PDS000150566.10,PDT001846301.1,PDT001846301_1
Enterococcus faecium,PDS000059571.4,PDT000704526.1,PDT000704526_1
Enterococcus faecium,PDS000059739.1,PDT000694025.1,PDT000694025_1
Enterococcus faecium,PDS000077226.2,PDT000907039.1,PDT000907039_1
Enterococcus faecium,PDS000172061.1,PDT000740759.1,PDT000740759_1
Enterococcus faecium,PDS000076047.3,PDT001389137.1,PDT001389137_1
Enterococcus faecium,PDS000099000.2,PDT001176526.1,PDT001176526_1
Enterococcus faecium,PDS000122149.4,PDT001473981.1,PDT001473981_1
Enterococcus faecium,PDS000188724.1,PDT002257858.1,PDT002257858_1
Enterococcus faecium,PDS000171939.1,PDT000697984.1,PDT000697984_1
Enterococcus faecium,PDS000171891.1,PDT000702257.1,PDT000702257_1
Enterococcus faecium,PDS000082437.6,PDT000701273.1,PDT000701273_1
Enterococcus faecium,PDS000059602.2,PDT000698509.1,PDT000698509_1
Enterococcus faecium,PDS000122174.8,PDT000742024.1,PDT000742024_1
Enterococcus faecium,PDS000172062.1,PDT001837725.2,PDT001837725_2
Enterococcus faecium,PDS000059248.3,PDT000695739.1,PDT000695739_1
Enterococcus faecium,PDS000100067.2,PDT001194949.1,PDT001194949_1
Enterococcus faecium,PDS000171945.1,PDT000696825.1,PDT000696825_1
Enterococcus faecium,PDS000136309.2,PDT001659641.1,PDT001659641_1
Enterococcus faecium,PDS000084058.2,PDT002287914.1,PDT002287914_1
Enterococcus faecium,PDS000059758.1,PDT000704317.1,PDT000704317_1
Enterococcus faecium,PDS000062955.1,PDT000740705.1,PDT000740705_1
Enterococcus faecium,PDS000059713.1,PDT000705036.1,PDT000705036_1
Enterococcus faecium,PDS000097983.3,PDT001162972.1,PDT001162972_1
Enterococcus faecium,PDS000059422.2,PDT000696797.1,PDT000696797_1
Enterococcus faecium,PDS000059717.4,PDT000741990.1,PDT000741990_1
Enterococcus faecium,PDS000059203.2,PDT000694946.1,PDT000694946_1
Enterococcus faecium,PDS000183291.2,PDT002174468.1,PDT002174468_1
Enterococcus faecium,PDS000172023.1,PDT000291821.2,PDT000291821_2
Enterococcus faecium,PDS000097967.1,PDT001163169.1,PDT001163169_1
Enterococcus faecium,PDS000082464.1,PDT000741030.1,PDT000741030_1
Enterococcus faecium,PDS000137284.1,PDT001118329.1,PDT001118329_1
Enterococcus faecium,PDS000190833.1,PDT002289424.1,PDT002289424_1
Enterococcus faecium,PDS000062725.1,PDT000735574.1,PDT000735574_1
Enterococcus faecium,PDS000122061.1,PDT001472321.1,PDT001472321_1
Klebsiella pneumoniae,PDS000100390.1,PDT001194534.1,PDT001194534_1
Klebsiella pneumoniae,PDS000197474.1,PDT002371013.1,PDT002371013_1
Klebsiella pneumoniae,PDS000170180.1,PDT002032675.1,PDT002032675_1
Klebsiella pneumoniae,PDS000041924.1,PDT000437921.1,PDT000437921_1
Klebsiella pneumoniae,PDS000077897.4,PDT000921058.1,PDT000921058_1
Klebsiella pneumoniae,PDS000088480.1,PDT001025182.1,PDT001025182_1
Klebsiella pneumoniae,PDS000077817.1,PDT000920711.1,PDT000920711_1
Klebsiella pneumoniae,PDS000047814.1,PDT000537877.1,PDT000537877_1
Klebsiella pneumoniae,PDS000052376.1,PDT000615412.1,PDT000615412_1
Klebsiella pneumoniae,PDS000182307.2,PDT002178256.1,PDT002178256_1
Klebsiella pneumoniae,PDS000065649.1,PDT000439279.1,PDT000439279_1
Klebsiella pneumoniae,PDS000036318.1,PDT000370362.1,PDT000370362_1
Klebsiella pneumoniae,PDS000121885.2,PDT001587571.1,PDT001587571_1
Klebsiella pneumoniae,PDS000046976.1,PDT000535795.1,PDT000535795_1
Klebsiella pneumoniae,PDS000143181.1,PDT000425233.1,PDT000425233_1
Klebsiella pneumoniae,PDS000152298.1,PDT001808847.1,PDT001808847_1
Klebsiella pneumoniae,PDS000103225.1,PDT001226978.1,PDT001226978_1
Klebsiella pneumoniae,PDS000092821.1,PDT001087335.1,PDT001087335_1
Klebsiella pneumoniae,PDS000155106.1,PDT001844520.1,PDT001844520_1
Klebsiella pneumoniae,PDS000149698.1,PDT001776336.1,PDT001776336_1
Klebsiella pneumoniae,PDS000156651.1,PDT001861467.1,PDT001861467_1
Klebsiella pneumoniae,PDS000072928.2,PDT000852503.1,PDT000852503_1
Klebsiella pneumoniae,PDS000074650.1,PDT000871272.1,PDT000871272_1
Klebsiella pneumoniae,PDS000196783.1,PDT002355860.1,PDT002355860_1
Klebsiella pneumoniae,PDS000101356.1,PDT001204148.1,PDT001204148_1
Klebsiella pneumoniae,PDS000077825.2,PDT001360398.1,PDT001360398_1
Klebsiella pneumoniae,PDS000106611.2,PDT001194172.1,PDT001194172_1
Klebsiella pneumoniae,PDS000103855.2,PDT002279633.1,PDT002279633_1
Klebsiella pneumoniae,PDS000039648.2,PDT000423692.1,PDT000423692_1
Klebsiella pneumoniae,PDS000026511.1,PDT000361072.1,PDT000361072_1
Klebsiella pneumoniae,PDS000075294.2,PDT000932901.1,PDT000932901_1
Klebsiella pneumoniae,PDS000170900.1,PDT002042255.1,PDT002042255_1
Klebsiella pneumoniae,PDS000108586.1,PDT001256048.1,PDT001256048_1
Klebsiella pneumoniae,PDS000079470.8,PDT001002342.1,PDT001002342_1
Klebsiella pneumoniae,PDS000114106.1,PDT001366462.1,PDT001366462_1
Klebsiella pneumoniae,PDS000052199.1,PDT000614331.1,PDT000614331_1
Klebsiella pneumoniae,PDS000041792.1,PDT000443170.1,PDT000443170_1
Klebsiella pneumoniae,PDS000198798.1,PDT002383468.1,PDT002383468_1
Klebsiella pneumoniae,PDS000045572.1,PDT000333215.1,PDT000333215_1
Klebsiella pneumoniae,PDS000126949.14,PDT001488004.3,PDT001488004_3
Klebsiella pneumoniae,PDS000018158.3,PDT000277861.1,PDT000277861_1
Klebsiella pneumoniae,PDS000013902.1,PDT000217831.1,PDT000217831_1
Klebsiella pneumoniae,PDS000042773.1,PDT000438485.1,PDT000438485_1
Klebsiella pneumoniae,PDS000196784.1,PDT002356189.1,PDT002356189_1
Klebsiella pneumoniae,PDS000052241.1,PDT000613753.1,PDT000613753_1
Klebsiella pneumoniae,PDS000100783.1,PDT001198227.1,PDT001198227_1
Klebsiella pneumoniae,PDS000092784.1,PDT001087364.1,PDT001087364_1
Klebsiella pneumoniae,PDS000041901.1,PDT000438199.1,PDT000438199_1
Klebsiella pneumoniae,PDS000164090.1,PDT000193212.2,PDT000193212_2
Klebsiella pneumoniae,PDS000118810.1,PDT001428970.1,PDT001428970_1
Klebsiella pneumoniae,PDS000039656.1,PDT000423725.1,PDT000423725_1
Klebsiella pneumoniae,PDS000179949.1,PDT002127229.1,PDT002127229_1
Klebsiella pneumoniae,PDS000112625.2,PDT002371016.1,PDT002371016_1
Klebsiella pneumoniae,PDS000036265.2,PDT000326559.1,PDT000326559_1
Klebsiella pneumoniae,PDS000138052.8,PDT002129698.1,PDT002129698_1
Klebsiella pneumoniae,PDS000045518.1,PDT000137749.2,PDT000137749_2
Klebsiella pneumoniae,PDS000094662.1,PDT001112757.1,PDT001112757_1
Klebsiella pneumoniae,PDS000075292.1,PDT000880819.1,PDT000880819_1
Klebsiella pneumoniae,PDS000170867.1,PDT002042071.1,PDT002042071_1
Klebsiella pneumoniae,PDS000080304.1,PDT000948690.1,PDT000948690_1
Klebsiella pneumoniae,PDS000093154.4,PDT002278535.1,PDT002278535_1
Klebsiella pneumoniae,PDS000192504.4,PDT002326796.1,PDT002326796_1
Klebsiella pneumoniae,PDS000056639.3,PDT000683330.1,PDT000683330_1
Klebsiella pneumoniae,PDS000060628.1,PDT000716619.1,PDT000716619_1
Klebsiella pneumoniae,PDS000074793.3,PDT000876288.1,PDT000876288_1
Klebsiella pneumoniae,PDS000047794.2,PDT001046597.1,PDT001046597_1
Klebsiella pneumoniae,PDS000041791.4,PDT000439300.1,PDT000439300_1
Klebsiella pneumoniae,PDS000041900.1,PDT000437941.1,PDT000437941_1
Klebsiella pneumoniae,PDS000042777.1,PDT000438554.1,PDT000438554_1
Klebsiella pneumoniae,PDS000103209.1,PDT001227053.1,PDT001227053_1
Klebsiella pneumoniae,PDS000100174.1,PDT000489835.1,PDT000489835_1
Klebsiella pneumoniae,PDS000197440.1,PDT001092189.1,PDT001092189_1
Klebsiella pneumoniae,PDS000074844.2,PDT000876283.1,PDT000876283_1
Klebsiella pneumoniae,PDS000104497.1,PDT001243414.1,PDT001243414_1
Klebsiella pneumoniae,PDS000013621.6,PDT002244981.1,PDT002244981_1
Klebsiella pneumoniae,PDS000121646.1,PDT001468527.1,PDT001468527_1
Klebsiella pneumoniae,PDS000071979.7,PDT001672736.1,PDT001672736_1
Klebsiella pneumoniae,PDS000157000.1,PDT001865978.1,PDT001865978_1
Klebsiella pneumoniae,PDS000092289.1,PDT001081370.1,PDT001081370_1
Klebsiella pneumoniae,PDS000175446.1,PDT002094454.1,PDT002094454_1
Klebsiella pneumoniae,PDS000179946.1,PDT002127264.1,PDT002127264_1
Klebsiella pneumoniae,PDS000108802.3,PDT001297017.1,PDT001297017_1
Klebsiella pneumoniae,PDS000100141.2,PDT001194069.1,PDT001194069_1
Klebsiella pneumoniae,PDS000075049.1,PDT000877515.1,PDT000877515_1
Klebsiella pneumoniae,PDS000190350.2,PDT002274752.1,PDT002274752_1
Klebsiella pneumoniae,PDS000135235.7,PDT002071276.1,PDT002071276_1
Klebsiella pneumoniae,PDS000098800.1,PDT000715135.1,PDT000715135_1
Klebsiella pneumoniae,PDS000009754.72,PDT000858533.1,PDT000858533_1
Klebsiella pneumoniae,PDS000134170.1,PDT001588667.1,PDT001588667_1
Klebsiella pneumoniae,PDS000099732.7,PDT001185217.2,PDT001185217_2
Klebsiella pneumoniae,PDS000041772.5,PDT001198641.1,PDT001198641_1
Klebsiella pneumoniae,PDS000190882.1,PDT002290940.1,PDT002290940_1
Klebsiella pneumoniae,PDS000052356.16,PDT001352910.3,PDT001352910_3
Klebsiella pneumoniae,PDS000197564.1,PDT002373697.1,PDT002373697_1
Klebsiella pneumoniae,PDS000129333.3,PDT001769469.1,PDT001769469_1
Klebsiella pneumoniae,PDS000075194.4,PDT000440781.1,PDT000440781_1
Klebsiella pneumoniae,PDS000175873.1,PDT001488428.1,PDT001488428_1
Klebsiella pneumoniae,PDS000190167.6,PDT002322311.1,PDT002322311_1
Klebsiella pneumoniae,PDS000160809.1,PDT001903220.1,PDT001903220_1
Klebsiella pneumoniae,PDS000052194.1,PDT000614314.1,PDT000614314_1
Klebsiella pneumoniae,PDS000170148.1,PDT002031611.1,PDT002031611_1
Klebsiella pneumoniae,PDS000143144.1,PDT001327226.2,PDT001327226_2
Klebsiella pneumoniae,PDS000054607.22,PDT001475676.1,PDT001475676_1
Klebsiella pneumoniae,PDS000052231.1,PDT000613540.1,PDT000613540_1
Klebsiella pneumoniae,PDS000198704.1,PDT001011290.1,PDT001011290_1
Klebsiella pneumoniae,PDS000056119.1,PDT000675400.1,PDT000675400_1
Klebsiella pneumoniae,PDS000098184.9,PDT001386001.1,PDT001386001_1
Klebsiella pneumoniae,PDS000171357.1,PDT002050190.1,PDT002050190_1
Klebsiella pneumoniae,PDS000053910.1,PDT000634257.1,PDT000634257_1
Klebsiella pneumoniae,PDS000121623.2,PDT001468583.1,PDT001468583_1
Klebsiella pneumoniae,PDS000156983.1,PDT001865899.1,PDT001865899_1
Klebsiella pneumoniae,PDS000121652.1,PDT001049046.1,PDT001049046_1
Klebsiella pneumoniae,PDS000111300.2,PDT001858212.1,PDT001858212_1
Klebsiella pneumoniae,PDS000061031.1,PDT000441202.1,PDT000441202_1
Klebsiella pneumoniae,PDS000198409.1,PDT001488392.1,PDT001488392_1
Klebsiella pneumoniae,PDS000106732.1,PDT001267353.1,PDT001267353_1
Klebsiella pneumoniae,PDS000139634.1,PDT001661782.1,PDT001661782_1
Klebsiella pneumoniae,PDS000060412.5,PDT001267272.1,PDT001267272_1
Klebsiella pneumoniae,PDS000075189.1,PDT000675384.1,PDT000675384_1
Klebsiella pneumoniae,PDS000056131.1,PDT000675119.1,PDT000675119_1
Klebsiella pneumoniae,PDS000197580.1,PDT002373679.1,PDT002373679_1
Klebsiella pneumoniae,PDS000074881.1,PDT000875574.1,PDT000875574_1
Klebsiella pneumoniae,PDS000052187.1,PDT000614613.1,PDT000614613_1
Klebsiella pneumoniae,PDS000129316.3,PDT000468098.1,PDT000468098_1
Klebsiella pneumoniae,PDS000063266.1,PDT000746153.1,PDT000746153_1
Klebsiella pneumoniae,PDS000074660.1,PDT000872923.1,PDT000872923_1
Klebsiella pneumoniae,PDS000134150.2,PDT001587052.1,PDT001587052_1
Klebsiella pneumoniae,PDS000153184.2,PDT001958856.1,PDT001958856_1
Klebsiella pneumoniae,PDS000106663.2,PDT001268840.1,PDT001268840_1
Klebsiella pneumoniae,PDS000149394.3,PDT001769949.1,PDT001769949_1
Klebsiella pneumoniae,PDS000072924.8,PDT001475766.1,PDT001475766_1
Klebsiella pneumoniae,PDS000161306.4,PDT001912038.2,PDT001912038_2
Klebsiella pneumoniae,PDS000117565.1,PDT001214454.1,PDT001214454_1
Klebsiella pneumoniae,PDS000036295.1,PDT000369912.1,PDT000369912_1
Klebsiella pneumoniae,PDS000102340.1,PDT001216716.1,PDT001216716_1
Klebsiella pneumoniae,PDS000110965.3,PDT001341986.1,PDT001341986_1
Klebsiella pneumoniae,PDS000078573.4,PDT000928512.1,PDT000928512_1
Klebsiella pneumoniae,PDS000110884.1,PDT001324306.1,PDT001324306_1
Klebsiella pneumoniae,PDS000198701.1,PDT002383229.1,PDT002383229_1
Klebsiella pneumoniae,PDS000180546.3,PDT002230803.1,PDT002230803_1
Klebsiella pneumoniae,PDS000130866.1,PDT001558001.1,PDT001558001_1
Klebsiella pneumoniae,PDS000124829.1,PDT001491573.1,PDT001491573_1
Klebsiella pneumoniae,PDS000040452.1,PDT000433095.1,PDT000433095_1
Klebsiella pneumoniae,PDS000198439.1,PDT001903218.1,PDT001903218_1
Klebsiella pneumoniae,PDS000075196.4,PDT001209631.1,PDT001209631_1
Klebsiella pneumoniae,PDS000120576.3,PDT001468537.1,PDT001468537_1
Klebsiella pneumoniae,PDS000140870.2,PDT001590828.1,PDT001590828_1
Klebsiella pneumoniae,PDS000101860.1,PDT001206303.1,PDT001206303_1
Klebsiella pneumoniae,PDS000047793.2,PDT000537678.1,PDT000537678_1
Klebsiella pneumoniae,PDS000106776.1,PDT001266050.1,PDT001266050_1
Klebsiella pneumoniae,PDS000109276.2,PDT001302663.1,PDT001302663_1
Klebsiella pneumoniae,PDS000097302.1,PDT001151338.1,PDT001151338_1
Klebsiella pneumoniae,PDS000074971.1,PDT000878353.1,PDT000878353_1
Klebsiella pneumoniae,PDS000076864.1,PDT000903574.1,PDT000903574_1
Klebsiella pneumoniae,PDS000170006.3,PDT002086306.1,PDT002086306_1
Klebsiella pneumoniae,PDS000114109.1,PDT000852605.1,PDT000852605_1
Klebsiella pneumoniae,PDS000020244.6,PDT000870066.1,PDT000870066_1
Klebsiella pneumoniae,PDS000120175.1,PDT001442034.1,PDT001442034_1
Klebsiella pneumoniae,PDS000041732.3,PDT000595283.1,PDT000595283_1
Klebsiella pneumoniae,PDS000163258.1,PDT001942116.1,PDT001942116_1
Klebsiella pneumoniae,PDS000079862.17,PDT001225206.1,PDT001225206_1
Klebsiella pneumoniae,PDS000130872.1,PDT001558217.1,PDT001558217_1
Klebsiella pneumoniae,PDS000104562.1,PDT000364547.1,PDT000364547_1
Klebsiella pneumoniae,PDS000164074.1,PDT001386049.1,PDT001386049_1
Klebsiella pneumoniae,PDS000098785.1,PDT000715378.1,PDT000715378_1
Klebsiella pneumoniae,PDS000132248.1,PDT001570499.1,PDT001570499_1
Klebsiella pneumoniae,PDS000198534.1,PDT002381586.1,PDT002381586_1
Klebsiella pneumoniae,PDS000198065.1,PDT002376973.1,PDT002376973_1
Klebsiella pneumoniae,PDS000073394.6,PDT000857782.1,PDT000857782_1
Klebsiella pneumoniae,PDS000041726.21,PDT000876223.1,PDT000876223_1
Klebsiella pneumoniae,PDS000100748.1,PDT001198376.1,PDT001198376_1
Klebsiella pneumoniae,PDS000041717.1,PDT000443150.1,PDT000443150_1
Klebsiella pneumoniae,PDS000175878.2,PDT002245762.1,PDT002245762_1
Klebsiella pneumoniae,PDS000076327.8,PDT000893371.1,PDT000893371_1
Klebsiella pneumoniae,PDS000106108.1,PDT001260749.1,PDT001260749_1
Klebsiella pneumoniae,PDS000092656.4,PDT001967044.1,PDT001967044_1
Klebsiella pneumoniae,PDS000129986.2,PDT001586635.1,PDT001586635_1
Klebsiella pneumoniae,PDS000170906.1,PDT002043030.1,PDT002043030_1
Klebsiella pneumoniae,PDS000107167.1,PDT001274130.1,PDT001274130_1
Klebsiella pneumoniae,PDS000133857.5,PDT001561910.3,PDT001561910_3
Klebsiella pneumoniae,PDS000055762.1,PDT000665244.1,PDT000665244_1
Klebsiella pneumoniae,PDS000084053.3,PDT000997280.1,PDT000997280_1
Klebsiella pneumoniae,PDS000039644.1,PDT000423489.1,PDT000423489_1
Klebsiella pneumoniae,PDS000076196.1,PDT000892201.1,PDT000892201_1
Klebsiella pneumoniae,PDS000122863.3,PDT002098681.1,PDT002098681_1
Klebsiella pneumoniae,PDS000094661.1,PDT001112728.1,PDT001112728_1
Klebsiella pneumoniae,PDS000112627.2,PDT001347409.1,PDT001347409_1
Klebsiella pneumoniae,PDS000169965.1,PDT002026203.1,PDT002026203_1
Klebsiella pneumoniae,PDS000047008.1,PDT000536272.1,PDT000536272_1
Klebsiella pneumoniae,PDS000148756.4,PDT001726465.3,PDT001726465_3
Klebsiella pneumoniae,PDS000112629.1,PDT001347551.1,PDT001347551_1
Klebsiella pneumoniae,PDS000083568.2,PDT002279420.1,PDT002279420_1
Klebsiella pneumoniae,PDS000096679.3,PDT000929644.1,PDT000929644_1
Klebsiella pneumoniae,PDS000141295.15,PDT002381725.1,PDT002381725_1
Klebsiella pneumoniae,PDS000076861.1,PDT000903530.1,PDT000903530_1
Klebsiella pneumoniae,PDS000194025.1,PDT002334379.1,PDT002334379_1
Klebsiella pneumoniae,PDS000134403.1,PDT001590854.1,PDT001590854_1
Klebsiella pneumoniae,PDS000157007.2,PDT001866009.1,PDT001866009_1
Klebsiella pneumoniae,PDS000114729.2,PDT001373263.1,PDT001373263_1
Klebsiella pneumoniae,PDS000102354.2,PDT001216519.1,PDT001216519_1
Klebsiella pneumoniae,PDS000148546.1,PDT001771724.1,PDT001771724_1
Klebsiella pneumoniae,PDS000178893.1,PDT002115706.1,PDT002115706_1
Klebsiella pneumoniae,PDS000192495.1,PDT002313732.1,PDT002313732_1
Klebsiella pneumoniae,PDS000114617.1,PDT001370542.1,PDT001370542_1
Klebsiella pneumoniae,PDS000006890.5,PDT000370174.1,PDT000370174_1
Klebsiella pneumoniae,PDS000167367.1,PDT001995339.1,PDT001995339_1
Klebsiella pneumoniae,PDS000045509.1,PDT000136254.2,PDT000136254_2
Klebsiella pneumoniae,PDS000091247.1,PDT000864968.1,PDT000864968_1
Klebsiella pneumoniae,PDS000077872.1,PDT000920456.1,PDT000920456_1
Klebsiella pneumoniae,PDS000156996.1,PDT001865886.1,PDT001865886_1
Klebsiella pneumoniae,PDS000179062.1,PDT000217092.1,PDT000217092_1
Klebsiella pneumoniae,PDS000052339.1,PDT000614011.1,PDT000614011_1
Klebsiella pneumoniae,PDS000190128.2,PDT002278544.1,PDT002278544_1
Klebsiella pneumoniae,PDS000046929.2,PDT000370747.1,PDT000370747_1
Klebsiella pneumoniae,PDS000109119.2,PDT001299611.2,PDT001299611_2
Klebsiella pneumoniae,PDS000190142.1,PDT002279433.1,PDT002279433_1
Klebsiella pneumoniae,PDS000072921.1,PDT000852601.1,PDT000852601_1
Klebsiella pneumoniae,PDS000122965.4,PDT001482533.3,PDT001482533_3
Klebsiella pneumoniae,PDS000114293.1,PDT001367074.1,PDT001367074_1
Klebsiella pneumoniae,PDS000161007.10,PDT002115732.1,PDT002115732_1
Klebsiella pneumoniae,PDS000183520.1,PDT002178369.1,PDT002178369_1
Klebsiella pneumoniae,PDS000036281.3,PDT000369324.1,PDT000369324_1
Klebsiella pneumoniae,PDS000189121.2,PDT000893700.3,PDT000893700_3
Klebsiella pneumoniae,PDS000160842.1,PDT001903205.1,PDT001903205_1
Klebsiella pneumoniae,PDS000180361.3,PDT002145597.1,PDT002145597_1
Klebsiella pneumoniae,PDS000107658.1,PDT000236112.1,PDT000236112_1
Klebsiella pneumoniae,PDS000106397.1,PDT000433768.1,PDT000433768_1
Klebsiella pneumoniae,PDS000102322.1,PDT001216948.1,PDT001216948_1
Klebsiella pneumoniae,PDS000076457.1,PDT000897316.1,PDT000897316_1
Klebsiella pneumoniae,PDS000006637.1,PDT000131553.1,PDT000131553_1
Klebsiella pneumoniae,PDS000074866.7,PDT000876059.1,PDT000876059_1
Klebsiella pneumoniae,PDS000075534.1,PDT000884503.1,PDT000884503_1
Klebsiella pneumoniae,PDS000107171.1,PDT001274126.1,PDT001274126_1
Klebsiella pneumoniae,PDS000104992.1,PDT001250619.1,PDT001250619_1
Klebsiella pneumoniae,PDS000197054.1,PDT000537571.1,PDT000537571_1
Klebsiella pneumoniae,PDS000053905.14,PDT001586447.1,PDT001586447_1
Klebsiella pneumoniae,PDS000012122.1,PDT000198888.1,PDT000198888_1
Klebsiella pneumoniae,PDS000190141.1,PDT002279527.1,PDT002279527_1
Klebsiella pneumoniae,PDS000077869.2,PDT000917702.1,PDT000917702_1
Klebsiella pneumoniae,PDS000114777.1,PDT001375188.1,PDT001375188_1
Klebsiella pneumoniae,PDS000056136.1,PDT000674744.1,PDT000674744_1
Klebsiella pneumoniae,PDS000059968.4,PDT001209281.1,PDT001209281_1
Klebsiella pneumoniae,PDS000045275.2,PDT000304484.2,PDT000304484_2
Klebsiella pneumoniae,PDS000036228.1,PDT000370355.1,PDT000370355_1
Klebsiella pneumoniae,PDS000197046.1,PDT002366266.1,PDT002366266_1
Klebsiella pneumoniae,PDS000124938.1,PDT001494149.1,PDT001494149_1
Klebsiella pneumoniae,PDS000197596.1,PDT001903015.1,PDT001903015_1
Klebsiella pneumoniae,PDS000036325.6,PDT000663234.1,PDT000663234_1
Klebsiella pneumoniae,PDS000194036.1,PDT002334178.1,PDT002334178_1
Klebsiella pneumoniae,PDS000197481.1,PDT001092254.1,PDT001092254_1
Klebsiella pneumoniae,PDS000076858.15,PDT001379012.1,PDT001379012_1
Klebsiella pneumoniae,PDS000079872.1,PDT000944234.1,PDT000944234_1
Klebsiella pneumoniae,PDS000102351.1,PDT001217050.1,PDT001217050_1
Klebsiella pneumoniae,PDS000197486.1,PDT001580419.1,PDT001580419_1
Klebsiella pneumoniae,PDS000076870.1,PDT000903549.1,PDT000903549_1
